NOC,Weight,TotalScore,Gold,Silver,Bronze,NoMedal
USA,2.0,188.21352945687536,49.70238797197608,27.382398153835688,111.12874333106359,256.83419689912836
CHN,1.0,174.671242855591,47.4842465687954,35.31540221911607,91.87159406767952,151.35258391746643
GRE,0.0,40.30844789844024,28.94365650216503,4.405899534816632,6.95889186145858,89.0105262932035
GER,1.0,59.316997983018666,27.36899094699719,11.923172031607251,20.024835004414225,266.30350232129916
KEN,0.0,28.190279162252057,25.306017996862124,0.0,2.884261165389934,21.31848323181405
NED,1.0,43.691043521671105,24.187581203014407,0.7010039538281365,18.802458364828556,79.38484732195982
AUS,1.0,47.78981905479265,22.01381724636143,1.6327715931335451,24.143230215297677,256.3708140405985
KOR,1.0,62.158890541761735,21.45377569491021,7.174025449632501,33.53108939721902,139.5942509525931
JPN,1.0,33.00694685543564,18.729946135793533,1.1453148759410996,13.131685843701012,233.39436310412918
BLR,0.0,21.151790019361567,17.234812706576438,0.0,3.916977312785128,140.07900703470634
FRA,1.0,47.468961535586786,16.830982505371203,0.7892918345982617,29.848687195617316,246.18383219025358
CUB,0.0,42.14849132423069,14.527055727867186,3.3567832843499925,24.26465231201351,75.16027199226527
PRK,0.0,16.966308122819758,13.442708209300914,3.09256788431719,0.4310320292016527,33.116555779144264
SLO,0.0,22.48838910667055,13.405516661510212,0.2915974890965672,8.79127495606377,45.45777257913416
RUS,0.0,78.0072051779093,13.1737575475873,9.110227866618253,55.72321976370374,313.7676300170988
UZB,0.5,22.55112407181005,12.611152608983977,6.679206484515332,3.260764978310742,50.324492970662746
BRA,0.0,20.1090510536043,9.991731396801175,1.7687644350378964,8.34855522176523,139.80570068805278
TUR,0.0,10.95923794344785,9.309879202306764,0.0,1.649358741141086,68.58685495497836
GBR,1.0,40.16169668419744,9.136266464406155,1.012465991976855,30.01296422781443,274.0822748440051
CAN,0.5,28.62502557135535,8.31835128639582,2.4204438363024083,17.886230448657123,227.21107768495713
CZE,0.0,15.908483322635771,7.993548753122475,3.4129587957673255,4.501975773745971,108.22672057900357
AZE,0.0,15.167423558860996,7.430169119830055,0.0,7.7372544390309415,27.92065223768232
NZL,0.5,12.845770203312247,7.30296787139869,0.2446633862977785,5.298138945615778,87.61971538020084
MAR,0.0,8.798345017336015,6.649417619270852,0.0,2.148927398065162,39.945650644299086
IRI,0.0,24.282737116715367,6.320367200327036,1.9350236223519053,16.027346294036427,26.2945649658366
BUL,0.0,12.851221589160806,6.188955044698577,0.0,6.662266544462229,63.299225339784556
HUN,0.5,44.790695642485794,6.037578402475938,7.253599320435058,31.4995179195748,88.48602432868077
THA,0.0,12.372291163173928,6.010188433617797,0.0,6.362102729556131,32.67990371674472
POL,0.0,33.030216277943225,5.842784665323642,0.0,27.187431612619584,142.74166759668572
GEO,0.0,13.08864208871057,5.539451739965198,2.436488016132987,5.112702332612384,20.725014344923295
ARG,0.0,11.091316055574374,5.083470344399726,0.0,6.0078457111746495,72.75230613609722
ARM,0.0,13.416784547700619,5.082678237286384,0.0,8.334106310414235,18.708414851963973
MEX,0.0,16.65715572921461,4.899880025604691,3.802062673542245,7.955213030067674,80.10735159919221
ROU,0.0,10.340970720220477,4.435077344566961,0.3342712546144836,5.571622121039033,119.95177482057761
ESP,0.5,28.539872371568585,4.205247915952154,3.132935481260077,21.201688974356355,194.17862610894514
KAZ,0.0,41.68588846787254,4.024707683994496,15.753209080704748,21.907971703173295,78.7998359853344
DEN,0.0,16.50245148533875,3.8841723244041493,4.278136377237866,8.340142783696734,63.80624930184577
SUD,0.0,4.606746975537365,3.4212527628078213,0.0,1.1854942127295434,1.3605209970943353
TPE,0.0,8.338757835680216,3.290031791947783,2.9926872491854253,2.0560387945470078,46.55128093442505
ITA,1.0,31.191515829735902,3.246890408333253,1.5013575898489293,26.44326783155372,212.3321613006296
NOR,0.0,12.525415404189495,3.13571391806395,0.0,9.389701486125546,42.276868231171264
CRO,0.0,12.18289558987457,3.014769918160845,0.0,9.168125671713726,57.82440971199232
INA,0.0,3.679643062196681,2.956979553568209,0.0,0.7226635086284721,23.035059538683356
LTU,0.0,11.484629610372835,2.6431830333862725,0.0,8.841446576986563,43.97086383237307
ETH,0.0,27.53121930644393,2.5096281484891385,0.2446633862977785,24.776927771657014,3.3778638371162892
UKR,0.0,22.097061095110092,2.4368396302240187,13.822254075297353,5.837967389588718,241.9531728104033
IND,0.0,5.58538787357765,2.0704125109180724,0.0,3.514975362659578,55.911460022600124
COL,0.0,5.806802805636034,1.963129407141817,0.3319106777403963,3.51176272075382,73.21331373465449
MGL,0.0,8.299903113341257,1.6772587926775955,0.386736344540954,6.235907976122707,17.14390182742557
LAT,0.0,6.790052665810904,1.5272887025847721,0.3568699515835463,4.9058940116425855,34.80446369416186
TJK,0.0,1.919608996051235,1.5049611288686826,0.0,0.4146478671825525,11.159371224915946
IRL,0.0,16.58688876472506,1.445986335571483,0.0,15.140902429153577,43.80955750156629
SWE,0.0,9.37640632969266,1.3702075128976403,0.3062552888207143,7.699943527974306,94.5489524524204
TUN,0.0,7.577815108873223,1.099429059306821,1.2937206173049514,5.1846654322614505,36.03625642807976
JAM,0.0,1.2245170385532185,0.9813233228025572,0.0,0.2431937157506612,45.85695695680798
DOM,0.0,3.2894260328006713,0.9433261152202312,0.0,2.34609991758044,18.85098612483393
PAN,0.0,2.0586960577918814,0.873201845062338,0.0,1.1854942127295434,4.8413032620654946
EGY,0.0,11.819812801251041,0.8561528259681924,0.0,10.963659975282848,66.23402346067174
ZIM,0.0,3.593955312769287,0.7599428357579996,0.0,2.8340124770112873,11.113023704723856
BEL,0.0,3.707808066322977,0.6717911745887882,0.0,3.0360168917341888,73.13598751757581
EST,0.0,6.201592842445465,0.643229552124984,0.0006076485030925,5.557755641817389,32.77969446539682
MDA,0.0,2.111299784322288,0.6341748538913279,0.0,1.47712493043096,26.819244870695307
MAS,0.0,8.431128384581031,0.6159597567024353,0.0,7.815168627878595,28.620080327055106
SUI,0.0,6.195857604565501,0.5137558735603626,1.2930960876049582,4.38900564340018,94.42864264310388
SVK,0.0,8.434410324514081,0.4476833908932749,0.3742297085999906,7.612497225020816,51.84256451528141
POR,0.0,4.119318581993728,0.4310320292016527,0.0,3.6882865527920754,77.95946749915386
GUA,0.0,0.4271277882910096,0.4271277882910096,0.0,0.0,20.953525569361652
GRN,0.0,2.1493226149101115,0.4251944981035007,0.0,1.724128116806611,6.378154379914091
UGA,0.0,0.4251944981035007,0.4251944981035007,0.0,0.0,14.732249522646093
PUR,0.0,7.309255490345886,0.4000358363743228,0.3742297085999906,6.5349899453715725,31.034340677681655
RSA,0.0,4.5354873320352365,0.3986055026870458,0.4110452647053554,3.7258365646428353,89.93232254049114
HKG,0.0,4.297583560921434,0.3969369905328473,0.0,3.900646570388587,35.190079449256324
CYP,0.0,0.8177023460084085,0.3866703168067559,0.0,0.4310320292016527,16.01050275868031
BRN,0.0,4.469346250865688,0.3742297085999906,0.0,4.095116542265697,8.628325034199822
VEN,0.0,5.619719724888649,0.370519690549926,0.0,5.249200034338722,68.7976873224964
MNE,0.0,0.3606072626302694,0.3606072626302694,0.0,0.0,6.956755351757762
SRB,0.0,1.986315965263195,0.2341726733307162,0.2431937157506612,1.5089495761818177,42.682549678144284
QAT,0.0,2.5125076266510424,0.0006028283944488,0.0,2.5119047982565936,13.553533547128186
KUW,0.0,1.9411668731549752,0.0006028283944488,0.0,1.9405640447605264,6.851497846961154
SYR,0.0,2.0104918395222326,0.0,2.0104918395222326,0.0,7.290196637334798
MKD,0.0,1.9521798133346098,0.0,1.0901157549313043,0.8620640584033055,7.918265354750103
URU,0.0,4.152696764664285,0.0,0.9365374138959328,3.216159350768353,10.656511548193004
FIN,0.0,5.986547303660092,0.0,0.8157491222981014,5.17079818136199,58.34767708456223
PAK,0.0,0.5819299700695972,0.0,0.5819299700695972,0.0,8.89312597606237
MOZ,0.0,1.1835848260579112,0.0,0.4291226425300206,0.7544621835278906,3.6570967432399586
ALG,0.0,8.70856898121537,0.0,0.4251944981035007,8.283374483111869,35.57037767214288
SCG,0.0,1.0808000673133558,0.0,0.3740098325580278,0.706790234755328,18.238581213149864
PER,0.0,4.5301222472903575,0.0,0.3606072626302694,4.169514984660088,12.59274903059623
